% Messparameter LVDT-Messung
%
% Version PC-Software: 1.0.4.20488
% Firmware MCU: GP22_V1.0.0
% GP22-Konfigurationsregister:
% Register 00: F3C5E801
% Register 01: 21420000
% Register 02: 20000000
% Register 03: 18000000
% Register 04: 10000000
% Register 05: 40000000
% Register 06: 00006000
% DDS-Frequenz [Hz]: 1000000
% TDC-Clock [Hz]: 4000000
% Offset: 0
% Messdatum: 09.11.2017 16:02:58
%
% Zeit LVDT Status
30.3610 261.588593 0x0000
30.5610 264.465637 0x0000
30.7620 262.678986 0x0000
30.9630 261.708069 0x0000
31.1640 262.637787 0x0000
31.4390 263.853149 0x0000
31.5620 262.843781 0x0000
31.7670 263.377991 0x0000
31.9680 262.283478 0x0000
32.1690 262.192841 0x0000
32.3710 262.128296 0x0000
32.5710 263.162384 0x0000
32.7670 261.988220 0x0000
32.9730 261.547394 0x0000
33.1730 262.376862 0x0000
33.3760 262.212067 0x0000
33.6770 263.902588 0x0000
33.8310 262.323303 0x0000
33.9730 262.540283 0x0000
34.1790 30.381317 0x0000
34.3830 261.371613 0x0000
34.5820 262.736664 0x0000
34.7820 262.483978 0x0000
34.9830 262.744904 0x0000
35.1880 263.055267 0x0000
35.3850 262.405701 0x0000
35.6650 260.890961 0x0000
35.8380 262.834167 0x0000
35.9880 261.898956 0x0000
36.2020 262.728424 0x0000
36.3860 264.328308 0x0000
36.5910 263.215942 0x0000
36.7870 262.348022 0x0000
36.9950 261.806946 0x0000
37.1940 262.728424 0x0000
37.3950 260.947266 0x0000
37.6760 259.962616 0x0000
37.8480 261.911316 0x0000
38.0010 262.040405 0x0000
38.2000 261.368866 0x0000
38.4000 262.085724 0x0000
38.6010 263.777618 0x0000
38.8040 263.924561 0x0000
39.0030 263.000336 0x0000
39.2040 262.434540 0x0000
39.4050 262.382355 0x0000
39.6020 261.973114 0x0000
39.8670 262.805328 0x0000
40.0040 262.113190 0x0000
40.2090 262.199707 0x0000
40.4100 262.863007 0x0000
40.6110 263.158264 0x0000
40.8140 260.932159 0x0000
41.0130 262.422180 0x0000
41.2150 261.960754 0x0000
41.4160 261.355133 0x0000
41.6910 262.383728 0x0000
41.8150 262.359009 0x0000
42.0180 263.255768 0x0000
42.2190 260.808563 0x0000
42.4200 263.732300 0x0000
42.6220 261.923676 0x0000
42.8220 261.885223 0x0000
43.0230 261.511688 0x0000
43.2240 261.691589 0x0000
43.4250 262.071991 0x0000
43.6970 261.493835 0x0000
43.8240 260.763245 0x0000
44.0280 264.646912 0x0000
44.2310 262.856140 0x0000
44.4300 262.181854 0x0000
44.6320 261.154633 0x0000
44.8330 261.646271 0x0000
45.0330 263.847656 0x0000
45.2340 262.911072 0x0000
45.4350 262.683105 0x0000
45.7040 262.401581 0x0000
45.8340 262.987976 0x0000
46.0380 259.896698 0x0000
46.2390 263.879242 0x0000
46.4400 262.131042 0x0000
46.6430 54.523773 0x0000
46.8420 263.225555 0x0000
47.0430 265.163269 0x0000
47.2440 262.001953 0x0000
47.4450 262.041779 0x0000
47.6490 263.158264 0x0000
47.8470 260.840149 0x0000
48.0480 262.861633 0x0000
48.2490 262.356262 0x0000
48.4500 262.599335 0x0000
48.6530 262.477112 0x0000
48.8520 261.844025 0x0000
49.0530 263.625183 0x0000
49.2540 261.269989 0x0000
49.4550 261.500702 0x0000
49.6570 263.839417 0x0000
49.9200 261.731415 0x0000
50.0530 263.710327 0x0000
50.2600 263.045654 0x0000
50.4620 262.501831 0x0000
50.6610 262.714691 0x0000
50.8590 262.286224 0x0000
51.0630 261.532288 0x0000
51.2640 262.301331 0x0000
51.4690 261.087341 0x0000
51.6800 262.194214 0x0000
51.8670 261.833038 0x0000
52.0680 262.440033 0x0000
52.2690 261.598206 0x0000
52.4710 264.024811 0x0000
52.6670 262.798462 0x0000
52.8680 264.751282 0x0000
53.0730 262.394714 0x0000
53.2760 263.747406 0x0000
53.4760 261.611938 0x0000
53.7490 263.449402 0x0000
53.9320 262.556763 0x0000
54.0740 261.444397 0x0000
54.2810 262.466125 0x0000
54.4800 263.312073 0x0000
54.6810 262.238159 0x0000
54.8820 262.555389 0x0000
55.0830 262.895966 0x0000
55.2860 262.607574 0x0000
55.4850 261.058502 0x0000
55.6940 261.916809 0x0000
55.8860 262.033539 0x0000
56.0870 262.522430 0x0000
56.2910 261.404572 0x0000
56.4910 264.737549 0x0000
56.6870 262.229919 0x0000
56.8920 262.861633 0x0000
57.0950 262.772369 0x0000
57.2940 261.918182 0x0000
57.4950 262.029419 0x0000
57.7680 263.193970 0x0000
57.9510 261.806946 0x0000
58.0940 261.622925 0x0000
58.2990 261.925049 0x0000
58.5000 262.382355 0x0000
58.7010 263.682861 0x0000
58.9020 263.114319 0x0000
59.1050 262.713318 0x0000
59.3030 262.095337 0x0000
59.5050 262.794342 0x0000
59.7790 262.221680 0x0000
59.9550 262.987976 0x0000
60.1110 261.856384 0x0000
60.3050 264.379120 0x0000
60.5060 260.897827 0x0000
60.7110 262.288971 0x0000
60.9110 261.598206 0x0000
61.1140 262.477112 0x0000
61.3130 261.713562 0x0000
61.5140 262.364502 0x0000
61.7120 261.519928 0x0000
61.9710 253.796539 0x0000
62.1240 263.229675 0x0000
62.3190 264.436798 0x0000
62.5210 261.813812 0x0000
62.7210 262.720184 0x0000
62.9240 261.287842 0x0000
63.1230 262.794342 0x0000
63.3240 261.543274 0x0000
63.5250 263.377991 0x0000
63.8240 258.833771 0x0000
63.9250 262.938538 0x0000
64.1280 262.217560 0x0000
64.3290 263.118439 0x0000
64.5300 261.802826 0x0000
64.7280 261.831665 0x0000
64.9280 262.544403 0x0000
65.1330 261.691589 0x0000
65.3340 262.732544 0x0000
65.5360 29.506531 0x0000
65.8140 262.695465 0x0000
65.9980 265.414581 0x0000
66.1330 262.396088 0x0000
66.3390 262.758636 0x0000
66.5400 263.504333 0x0000
66.7380 262.760010 0x0000
66.9400 262.663879 0x0000
67.1430 260.890961 0x0000
67.3440 262.611694 0x0000
67.5460 263.274994 0x0000
67.8190 262.529297 0x0000
68.0020 262.104950 0x0000
68.1430 263.508453 0x0000
68.3490 261.830292 0x0000
68.5520 262.566376 0x0000
68.7480 262.728424 0x0000
68.9480 262.122803 0x0000
69.1530 262.692719 0x0000
69.3540 261.378479 0x0000
69.5560 261.013184 0x0000
69.8280 261.795959 0x0000
70.0200 262.665253 0x0000
70.1540 261.929169 0x0000
70.3610 263.367004 0x0000
70.5600 262.066498 0x0000
70.7570 262.398834 0x0000
70.9580 261.511688 0x0000
71.1630 53.169708 0x0000
71.3650 263.983612 0x0000
71.5650 263.644409 0x0000
71.8360 262.772369 0x0000
72.0250 262.764130 0x0000
72.1650 261.773987 0x0000
72.3690 262.867126 0x0000
72.5700 261.529541 0x0000
72.7710 263.502960 0x0000
72.9720 263.225555 0x0000
73.1750 263.740540 0x0000
73.3740 263.220062 0x0000
73.5750 263.103333 0x0000
73.8520 261.655884 0x0000
74.0280 263.575745 0x0000
74.1810 264.602966 0x0000
74.3790 262.062378 0x0000
74.5800 261.454010 0x0000
74.7810 260.076599 0x0000
74.9830 263.198090 0x0000
75.1850 262.915192 0x0000
75.3850 262.225800 0x0000
75.5860 264.462891 0x0000
75.8650 262.781982 0x0000
76.0400 264.431305 0x0000
76.1890 261.808319 0x0000
76.3890 262.247772 0x0000
76.5900 261.844025 0x0000
76.7910 262.597961 0x0000
76.9930 263.323059 0x0000
77.1930 262.812195 0x0000
77.3940 263.700714 0x0000
77.5950 262.291718 0x0000
77.7910 258.526154 0x0000
78.0920 261.835785 0x0000
78.1940 261.926422 0x0000
78.3990 262.144775 0x0000
78.6000 260.325165 0x0000
78.8010 263.237915 0x0000
79.0040 261.576233 0x0000
79.2030 262.808075 0x0000
79.4040 263.588104 0x0000
79.6050 262.262878 0x0000
79.8860 263.651276 0x0000
80.0600 262.102203 0x0000
80.2080 263.073120 0x0000
80.4090 262.772369 0x0000
80.6100 262.391968 0x0000
80.8110 262.185974 0x0000
81.0140 261.562500 0x0000
81.2130 264.476624 0x0000
81.4140 261.344147 0x0000
81.6150 260.733032 0x0000
81.8850 262.405701 0x0000
82.0150 262.678986 0x0000
82.2180 261.745148 0x0000
82.4190 262.992096 0x0000
82.6200 262.069244 0x0000
82.8210 262.836914 0x0000
83.0240 262.081604 0x0000
83.2230 262.275238 0x0000
83.4240 262.298584 0x0000
83.6250 262.172241 0x0000
83.9010 262.820435 0x0000
84.0240 263.991852 0x0000
84.2280 261.503448 0x0000
84.4290 261.182098 0x0000
84.6300 262.669373 0x0000
84.8330 263.100586 0x0000
85.0320 263.215942 0x0000
85.2330 260.495453 0x0000
85.4340 261.706696 0x0000
85.6350 261.986847 0x0000
85.8320 261.857758 0x0000
86.0370 263.099213 0x0000
86.2380 262.624054 0x0000
86.4390 262.262878 0x0000
86.6400 262.091217 0x0000
86.8420 262.007446 0x0000
87.0420 262.606201 0x0000
87.2430 262.992096 0x0000
87.4440 263.305206 0x0000
87.6470 262.077484 0x0000
87.9260 262.187347 0x0000
88.1010 262.643280 0x0000
88.2440 262.466125 0x0000
88.4510 263.053894 0x0000
88.6500 262.136536 0x0000
88.8470 262.391968 0x0000
89.0520 262.772369 0x0000
89.2530 262.982483 0x0000
89.4550 262.849274 0x0000
89.6550 262.028046 0x0000
89.8520 263.902588 0x0000
90.0570 264.754028 0x0000
90.2580 262.074738 0x0000
90.4600 262.364502 0x0000
90.6600 262.271118 0x0000
90.8610 260.343018 0x0000
91.0620 264.329681 0x0000
91.2630 262.744904 0x0000
91.5430 261.970367 0x0000
91.6610 261.809692 0x0000
91.8610 263.588104 0x0000
92.0670 261.808319 0x0000
92.2680 262.580109 0x0000
92.4710 262.404327 0x0000
92.6700 263.211823 0x0000
92.8710 262.876740 0x0000
93.0720 261.368866 0x0000
93.2730 262.492218 0x0000
93.4760 262.396088 0x0000
93.6760 263.203583 0x0000
93.9650 264.064636 0x0000
94.1330 262.552643 0x0000
94.2750 262.849274 0x0000
94.4790 262.710571 0x0000
94.6800 262.922058 0x0000
94.8810 263.504333 0x0000
95.0820 261.925049 0x0000
95.2850 262.221680 0x0000
95.4840 262.857513 0x0000
95.6850 262.284851 0x0000
95.9640 262.435913 0x0000
96.1490 260.148010 0x0000
96.2860 264.179993 0x0000
96.4890 262.451019 0x0000
96.6900 264.070129 0x0000
96.8910 263.231049 0x0000
97.0940 263.055267 0x0000
97.3040 262.665253 0x0000
97.4910 262.911072 0x0000
97.6950 261.213684 0x0000
97.9660 261.552887 0x0000
98.0950 262.993469 0x0000
98.2980 262.055511 0x0000
98.4990 262.207947 0x0000
98.7000 262.132416 0x0000
98.9010 262.051392 0x0000
99.1040 262.144775 0x0000
99.3030 261.635284 0x0000
99.5040 261.333160 0x0000
99.7050 263.393097 0x0000
99.9980 261.585846 0x0000
100.1030 261.598206 0x0000
100.3080 260.939026 0x0000
100.5060 262.243652 0x0000
100.7050 262.419434 0x0000
100.9120 264.207458 0x0000
101.1080 263.114319 0x0000
101.3100 263.001709 0x0000
101.5090 262.496338 0x0000
101.7150 265.171509 0x0000
101.9120 261.815186 0x0000
102.1680 261.688843 0x0000
102.3180 56.420288 0x0000
102.5140 263.185730 0x0000
102.7160 261.386719 0x0000
102.9230 262.661133 0x0000
103.1220 262.206573 0x0000
103.3240 261.399078 0x0000
103.5240 262.427673 0x0000
103.7270 261.606445 0x0000
104.0010 261.754761 0x0000
104.1840 262.562256 0x0000
104.3240 264.078369 0x0000
104.5240 260.415802 0x0000
104.7270 264.203339 0x0000
104.9260 262.154388 0x0000
105.1270 264.298096 0x0000
105.3290 262.346649 0x0000
105.5340 263.960266 0x0000
105.7320 262.944031 0x0000
106.0240 263.018188 0x0000
106.1950 263.302460 0x0000
106.3330 263.356018 0x0000
106.5360 262.526550 0x0000
106.7420 263.755646 0x0000
106.9380 262.126923 0x0000
107.1380 262.930298 0x0000
107.3430 262.468872 0x0000
107.5400 261.795959 0x0000
107.7400 262.661133 0x0000
108.0140 262.258759 0x0000
108.1970 261.934662 0x0000
108.3440 263.710327 0x0000
108.5490 262.526550 0x0000
108.7460 263.572998 0x0000
108.9470 263.357391 0x0000
109.1470 262.003326 0x0000
109.3550 261.069489 0x0000
109.5500 261.383972 0x0000
109.7500 51.524506 0x0000
109.9520 262.034912 0x0000
110.1590 263.248901 0x0000
110.3580 262.426300 0x0000
110.5550 262.742157 0x0000
110.7550 262.453766 0x0000
110.9560 263.231049 0x0000
111.1580 262.799835 0x0000
111.3580 32.446747 0x0000
111.5590 261.695709 0x0000
111.7600 261.885223 0x0000
111.9610 261.855011 0x0000
112.2280 263.395844 0x0000
112.3630 263.566132 0x0000
112.5640 262.966003 0x0000
112.7650 261.589966 0x0000
112.9660 263.611450 0x0000
113.1740 262.034912 0x0000
113.3690 262.842407 0x0000
113.5700 262.164001 0x0000
113.7710 263.231049 0x0000
113.9720 264.302216 0x0000
114.1740 261.778107 0x0000
114.3740 262.341156 0x0000
114.5740 261.691589 0x0000
114.7800 262.938538 0x0000
114.9770 262.142029 0x0000
115.1780 262.585602 0x0000
115.3840 262.306824 0x0000
115.5850 263.476868 0x0000
115.7870 263.719940 0x0000
116.0670 262.036285 0x0000
116.1840 262.037659 0x0000
116.3900 262.703705 0x0000
116.5850 262.714691 0x0000
116.7880 262.909698 0x0000
116.9920 259.906311 0x0000
117.1920 263.074493 0x0000
117.3900 263.037415 0x0000
117.5890 261.562500 0x0000
117.7950 263.296967 0x0000
118.0780 261.231537 0x0000
118.1950 261.776733 0x0000
118.4000 260.558624 0x0000
118.5940 262.827301 0x0000
118.8000 262.639160 0x0000
119.0020 262.033539 0x0000
119.2030 261.857758 0x0000
119.4050 263.365631 0x0000
119.6040 261.742401 0x0000
119.8020 262.283478 0x0000
120.1060 261.427917 0x0000
120.2040 261.712189 0x0000
120.4080 260.755005 0x0000
120.6050 263.810577 0x0000
120.8100 261.053009 0x0000
121.0080 262.214813 0x0000
121.2080 263.696594 0x0000
121.4320 262.827301 0x0000
121.6320 263.086853 0x0000
121.8120 263.092346 0x0000
122.0930 261.812439 0x0000
122.2150 262.750397 0x0000
122.4150 263.527679 0x0000
122.6160 261.554260 0x0000
122.8160 261.661377 0x0000
123.0170 262.047272 0x0000
123.2180 267.077637 0x0000
123.4190 262.055511 0x0000
123.6190 263.213196 0x0000
123.8200 259.696198 0x0000
124.0210 264.515076 0x0000
124.2880 265.804596 0x0000
124.4230 263.118439 0x0000
124.6240 261.065369 0x0000
124.8260 261.742401 0x0000
125.0270 261.230164 0x0000
125.2280 263.682861 0x0000
125.4280 260.982971 0x0000
125.6310 264.414825 0x0000
125.8320 262.696838 0x0000
126.0320 262.637787 0x0000
126.2940 263.391724 0x0000
126.4350 261.795959 0x0000
126.6340 262.338409 0x0000
126.8350 264.337921 0x0000
127.0360 263.045654 0x0000
127.2370 262.551270 0x0000
127.4390 263.903961 0x0000
127.6440 262.360382 0x0000
127.8400 262.109070 0x0000
128.0410 260.722046 0x0000
128.3060 263.272247 0x0000
128.4460 262.525177 0x0000
128.6450 262.409821 0x0000
128.8520 262.585602 0x0000
129.0470 261.865997 0x0000
129.2480 261.835785 0x0000
129.4490 263.062134 0x0000
129.6490 261.410065 0x0000
129.8500 263.310699 0x0000
130.0510 263.674622 0x0000
130.2580 263.347778 0x0000
130.4540 261.415558 0x0000
130.6550 261.123047 0x0000
130.8550 262.390594 0x0000
131.0560 264.370880 0x0000
131.2570 264.450531 0x0000
131.4590 262.604828 0x0000
131.6590 262.058258 0x0000
131.8610 262.755890 0x0000
132.0620 261.670990 0x0000
132.3230 262.438660 0x0000
132.4650 260.528412 0x0000
132.6640 262.648773 0x0000
132.8660 261.801453 0x0000
133.0670 261.410065 0x0000
133.2670 262.593842 0x0000
133.4690 260.003815 0x0000
133.6690 264.619446 0x0000
133.8700 263.431549 0x0000
134.0710 263.574371 0x0000
134.3350 263.843536 0x0000
134.4750 262.856140 0x0000
134.6750 262.271118 0x0000
134.8770 262.459259 0x0000
135.0780 263.647156 0x0000
135.2780 261.195831 0x0000
135.4840 263.001709 0x0000
135.6790 261.355133 0x0000
135.8800 261.383972 0x0000
136.0810 264.486237 0x0000
136.3480 262.944031 0x0000
136.4990 267.346802 0x0000
