% Messparameter LVDT-Messung
%
% Version PC-Software: 1.0.4.27379
% Firmware MCU: GP22_V1.0.0
% GP22-Konfigurationsregister:
% Register 00: 03C5EA01
% Register 01: 21420000
% Register 02: 20000000
% Register 03: 18000000
% Register 04: 10000000
% Register 05: 40000000
% Register 06: 00006000
% DDS-Frequenz [Hz]: 400000
% TDC-Clock [Hz]: 4000000
% Offset: -1,149
% Faktor [mm/µs]: 2740
% Anzahl 'M' der Messwerte für Mittelwert: 10
% Grenze 'G' für Abweichung vom vorherigen Wert, ab der korrigiert wird [µs]*: 1,1
% * Tatsächlich verwendeter Wert ist: G/M. **AK ist die Anzahl korrigierter Werte.
% Messdatum: 10.11.2017 15:17:28
%
% Zeit LVDT Weg AK** Status
110.1570 0.022520 61,705439 35 0x0000
110.3620 0.022341 61,214182 35 0x0000
110.5580 0.023108 63,315089 35 0x0000
110.7590 0.022467 61,559107 35 0x0000
110.9660 0.020502 56,176188 35 0x0000
111.1600 0.024191 66,283533 35 0x0000
111.4450 0.024191 66,283533 36 0x0000
111.5620 0.022101 60,555689 36 0x0000
111.7700 0.024981 68,447153 36 0x0000
111.9660 0.022848 62,604334 36 0x0000
112.1730 0.021605 59,196894 36 0x0000
112.3710 0.020502 56,176188 36 0x0000
112.5690 0.022577 61,862223 36 0x0000
112.7700 0.022577 61,862223 37 0x0000
112.9740 0.021658 59,343226 37 0x0000
113.2510 0.022261 60,994684 37 0x0000
113.3730 0.023531 64,475291 37 0x0000
113.5780 0.021052 57,681315 37 0x0000
113.7750 0.022280 61,046946 37 0x0000
113.9800 0.022585 61,883127 37 0x0000
114.1760 0.021986 60,242121 37 0x0000
114.3780 0.025046 68,624842 37 0x0000
114.5820 0.021147 57,942621 37 0x0000
114.7840 0.023009 63,043329 37 0x0000
114.9840 0.019957 54,681513 37 0x0000
115.1880 0.024901 68,227656 37 0x0000
115.3820 0.020502 56,176188 37 0x0000
115.6580 0.022165 60,733378 37 0x0000
115.8480 0.023432 64,203531 37 0x0000
115.9940 0.024088 66,001322 37 0x0000
116.1860 0.022219 60,879709 37 0x0000
116.3940 0.019610 53,730356 37 0x0000
116.5880 0.021582 59,134180 37 0x0000
116.7900 0.022452 61,517298 37 0x0000
116.9950 0.020384 55,852167 37 0x0000
117.1910 0.022337 61,203730 37 0x0000
117.3910 0.021151 57,953074 37 0x0000
117.5920 0.024000 65,760920 37 0x0000
117.8000 0.019674 53,908045 37 0x0000
117.9970 0.021048 57,670862 37 0x0000
118.1960 0.022337 61,203730 37 0x0000
118.4030 0.021532 58,998301 37 0x0000
118.5990 0.022955 62,896998 37 0x0000
118.8050 0.022360 61,266443 37 0x0000
119.0120 0.025522 69,931376 37 0x0000
119.2030 0.018374 50,343821 37 0x0000
